Nn_1	Sn_1	Nn_2	Sn_2	Nn_3	Sn_3	Nn_4	Sn_4	Erro_Nn	Erro_Sn	Erro_Mod
 1.8579E-004	        -3.8038E-005	 -8.4817E-003	         4.9970E-004	  1.0950E+000	         1.4794E+000	  4.0209E+001	        -6.9813E+001	  9.3990E-007	 6.5646E-007	 8.1354E-007	
 1.7789E-004	        -3.3980E-005	 -6.3418E-003	         3.0881E-003	  1.1151E+000	         1.1508E+000	 -2.7874E+001	        -1.3604E+002	  4.0621E-007	 9.5710E-007	 4.5399E-007	
 1.7290E-004	        -2.8688E-005	 -4.3046E-003	         5.0529E-003	  9.6595E-001	         7.0117E-001	 -6.4967E+001	        -1.5037E+002	  5.9466E-007	 8.0588E-007	 5.5334E-007	
 1.6966E-004	        -1.9948E-005	 -2.7433E-003	         5.9581E-003	  7.4322E-001	         2.5443E-001	 -7.9393E+001	        -1.3162E+002	  4.8839E-007	 8.8274E-007	 4.6816E-007	
 1.6748E-004	        -1.3050E-005	 -1.6186E-003	         6.1246E-003	  5.0667E-001	        -1.0597E-001	 -7.8550E+001	        -9.4014E+001	  6.2845E-007	 9.4518E-007	 6.7043E-007	
 1.6510E-004	        -6.1775E-006	 -7.1835E-004	         5.6420E-003	  2.9164E-001	        -3.2024E-001	 -6.8918E+001	        -5.7774E+001	  9.1732E-007	 6.0454E-007	 9.0337E-007	
 1.6469E-004	         9.1516E-007	 -3.2317E-004	         4.8587E-003	  1.1525E-001	        -4.5712E-001	 -5.2133E+001	        -3.2279E+001	  8.0266E-007	 6.5141E-007	 8.0127E-007	
 1.6476E-004	         6.7485E-006	 -2.7661E-004	         3.9841E-003	 -1.6421E-002	        -5.3351E-001	 -3.4097E+001	        -1.5246E+001	  7.6960E-007	 3.2941E-007	 7.8035E-007	
 1.6376E-004	         1.2065E-005	 -5.2459E-004	         2.7109E-003	 -8.4459E-002	        -5.8765E-001	 -1.3945E+001	        -1.8099E+000	  4.3968E-007	 6.0363E-007	 4.7667E-007	
 1.6390E-004	         1.6480E-005	 -9.1286E-004	         1.5178E-003	 -9.9272E-002	        -6.0463E-001	  3.9899E+000	         1.1073E+001	  5.9880E-007	 5.4486E-007	 6.2367E-007	
 1.6119E-004	         1.8916E-005	 -9.4826E-004	         5.0311E-004	 -5.9765E-002	        -5.4904E-001	  2.0079E+001	         2.8154E+001	  7.6406E-007	 4.4824E-007	 7.2078E-007	
 1.6000E-004	         2.0591E-005	 -9.5545E-004	        -4.9712E-004	  1.6053E-002	        -4.4263E-001	  3.3857E+001	         4.9856E+001	  5.8217E-007	 5.4222E-007	 5.4537E-007	
 1.5918E-004	         2.1497E-005	 -1.0672E-003	        -1.3169E-003	  1.2336E-001	        -2.9736E-001	  4.2564E+001	         7.3851E+001	  4.2647E-007	 3.9049E-007	 4.6127E-007	
 1.5804E-004	         2.1675E-005	 -6.8027E-004	        -1.5856E-003	  2.6318E-001	        -4.6358E-002	  4.4632E+001	         9.3629E+001	  3.4327E-007	 4.6277E-007	 3.5485E-007	
 1.5732E-004	         2.1820E-005	  1.0226E-004	        -1.2264E-003	  3.7858E-001	         2.4701E-001	  3.1964E+001	         1.0188E+002	  5.4526E-007	 6.2299E-007	 5.2873E-007	
 1.5724E-004	         2.2261E-005	  5.9485E-004	        -5.7609E-004	  4.3025E-001	         5.0662E-001	  1.4195E+000	         9.1163E+001	  9.1629E-007	 9.1061E-007	 8.4079E-007	
 1.5794E-004	         2.3976E-005	  1.4891E-003	         5.9851E-004	  3.5970E-001	         7.2418E-001	 -5.0083E+001	         4.9720E+001	  4.5971E-007	 6.1542E-007	 4.3792E-007	
 1.5995E-004	         2.6985E-005	  2.0880E-003	         2.2989E-003	  1.2034E-001	         7.7823E-001	 -1.1901E+002	        -2.1031E+001	  6.3492E-007	 7.6427E-007	 5.2056E-007	
 1.6110E-004	         3.1526E-005	  1.7248E-003	         3.4879E-003	 -3.4634E-001	         5.4023E-001	 -1.8828E+002	        -1.2070E+002	  5.2479E-007	 2.6469E-007	 4.9981E-007	
 1.6214E-004	         3.7117E-005	  2.5644E-004	         4.1200E-003	 -1.0019E+000	        -1.8730E-003	 -2.4251E+002	        -2.3202E+002	  8.1729E-007	 4.7125E-007	 7.8524E-007	
 1.6226E-004	         4.4019E-005	 -2.4468E-003	         3.7127E-003	 -1.7901E+000	        -8.4512E-001	 -2.7036E+002	        -3.3360E+002	  4.9783E-007	 2.6200E-007	 4.6339E-007	
 1.5656E-004	         4.7108E-005	 -6.9405E-003	         6.9988E-004	 -2.5779E+000	        -2.0067E+000	 -2.5617E+002	        -4.1181E+002	  6.2533E-007	 3.2520E-007	 6.7018E-007	
 1.4581E-004	         4.7057E-005	 -1.2796E-002	        -4.6891E-003	 -3.2646E+000	        -3.3012E+000	 -2.0824E+002	        -4.4060E+002	  5.6640E-007	 4.6937E-007	 5.4935E-007	
 1.3044E-004	         4.3433E-005	 -1.9902E-002	        -1.1773E-002	 -3.8487E+000	        -4.5224E+000	 -1.3450E+002	        -4.0129E+002	  6.1096E-007	 7.3344E-007	 7.3707E-007	
 1.0543E-004	         2.5831E-005	 -2.7822E-002	        -2.2546E-002	 -4.0016E+000	        -5.6459E+000	 -7.9225E+000	        -2.8110E+002	  7.4880E-007	 3.8888E-007	 6.5606E-007	
 7.3072E-005	        -1.0429E-006	 -3.5640E-002	        -3.4329E-002	 -3.7959E+000	        -6.1881E+000	  1.5899E+002	        -6.1833E+001	  7.6534E-007	 6.4807E-007	 7.5319E-007	
 3.2571E-005	        -3.9829E-005	 -4.2593E-002	        -4.6805E-002	 -3.0007E+000	        -5.9432E+000	  3.7210E+002	         2.4891E+002	  5.4389E-007	 4.5457E-007	 5.7098E-007	
-1.2970E-005	        -9.0328E-005	 -4.7296E-002	        -5.7583E-002	 -1.5429E+000	        -4.6894E+000	  6.1170E+002	         6.0969E+002	  7.0397E-007	 4.1615E-007	 4.5459E-007	
-6.1372E-005	        -1.5035E-004	 -4.8261E-002	        -6.4717E-002	  6.2083E-001	        -2.3627E+000	  8.3061E+002	         9.5128E+002	  6.3478E-007	 5.6454E-007	 5.8969E-007	
-1.0949E-004	        -2.1913E-004	 -4.4045E-002	        -6.7061E-002	  3.3573E+000	         8.7349E-001	  9.6232E+002	         1.2047E+003	  8.4979E-007	 8.9270E-007	 1.1737E-006	
-1.5042E-004	        -2.7777E-004	 -3.4924E-002	        -6.1114E-002	  6.3153E+000	         4.6280E+000	  9.9940E+002	         1.2903E+003	  4.2488E-007	 6.9478E-007	 6.1667E-007	
