Nn_1	Sn_1	Nn_2	Sn_2	Nn_3	Sn_3	Nn_4	Sn_4	Erro_Nn	Erro_Sn	Erro_Mod
 6.7067E-005	        -1.3872E-005	 -5.4790E-003	        -1.0109E-002	 -6.4070E-001	        -6.7740E-001	 -7.7472E+001	        -7.5821E+001	  6.9257E-007	 5.9143E-007	 6.4622E-007	
 6.0635E-005	        -2.4231E-005	 -7.0329E-003	        -1.1809E-002	 -8.7361E-001	        -9.4141E-001	 -7.5987E+001	        -9.6611E+001	  6.1962E-007	 8.8313E-007	 6.0876E-007	
 5.2692E-005	        -3.5798E-005	 -8.9813E-003	        -1.3857E-002	 -1.0778E+000	        -1.2482E+000	 -5.9262E+001	        -1.0188E+002	  4.6411E-007	 5.6451E-007	 6.9793E-007	
 4.2007E-005	        -4.9271E-005	 -1.1300E-002	        -1.6520E-002	 -1.2187E+000	        -1.5268E+000	 -2.6695E+001	        -8.4701E+001	  6.5067E-007	 4.0682E-007	 6.8911E-007	
 2.8811E-005	        -6.7732E-005	 -1.3802E-002	        -1.9896E-002	 -1.2220E+000	        -1.7365E+000	  2.2833E+001	        -4.1707E+001	  2.9328E-007	 3.4217E-007	 2.5987E-007	
 1.3743E-005	        -8.8202E-005	 -1.6098E-002	        -2.3326E-002	 -1.0605E+000	        -1.7553E+000	  8.7883E+001	         3.1256E+001	  5.2827E-007	 5.3381E-007	 5.9593E-007	
-4.3320E-006	        -1.1341E-004	 -1.7906E-002	        -2.6671E-002	 -6.8535E-001	        -1.5266E+000	  1.6559E+002	         1.3007E+002	  3.0075E-007	 4.5927E-007	 4.5992E-007	
-2.3353E-005	        -1.4096E-004	 -1.8666E-002	        -2.9271E-002	 -6.7541E-002	        -9.7433E-001	  2.4789E+002	         2.4572E+002	  4.6778E-007	 4.8362E-007	 4.9627E-007	
-4.1585E-005	        -1.7160E-004	 -1.7897E-002	        -3.0651E-002	  7.9911E-001	        -7.8275E-002	  3.2485E+002	         3.6426E+002	  6.6524E-007	 4.8222E-007	 5.6639E-007	
-5.9128E-005	        -1.9849E-004	 -1.5467E-002	        -2.9183E-002	  1.8562E+000	         1.1852E+000	  3.8803E+002	         4.6392E+002	  4.4377E-007	 4.6628E-007	 5.2675E-007	
-7.3046E-005	        -2.2804E-004	 -1.0559E-002	        -2.5639E-002	  3.0581E+000	         2.6733E+000	  4.1379E+002	         5.2724E+002	  4.9444E-007	 2.5055E-007	 3.1480E-007	
-8.0841E-005	        -2.4707E-004	 -3.4445E-003	        -1.8256E-002	  4.2875E+000	         4.2846E+000	  4.0473E+002	         5.3778E+002	  1.7118E-007	 1.9500E-007	 1.7945E-007	
