Nn_1	Sn_1	Nn_2	Sn_2	Nn_3	Sn_3	Nn_4	Sn_4	Erro_Nn	Erro_Sn	Erro_Mod
 7.4112E-005	        -3.4409E-007	  1.2077E-004	         5.5271E-003	  3.7689E-002	        -4.9137E-001	  6.5072E-001	         3.7625E-001	  4.0865E-007	 1.2231E-007	 4.0847E-007	
 7.3948E-005	         4.3601E-006	  2.7763E-004	         4.5383E-003	  3.5006E-002	        -4.7681E-001	  1.2133E+000	         1.3075E+000	  4.3624E-007	 2.0836E-007	 4.2920E-007	
 7.4290E-005	         8.5869E-006	  3.2955E-004	         3.6145E-003	  4.2217E-002	        -4.7568E-001	  1.9176E+000	         2.4900E+000	  3.4919E-007	 1.6510E-007	 3.4295E-007	
 7.4695E-005	         1.1953E-005	  3.7194E-004	         2.6785E-003	  5.2770E-002	        -4.7229E-001	  2.4707E+000	         3.7799E+000	  3.6430E-007	 9.7868E-008	 3.5545E-007	
 7.4837E-005	         1.3999E-005	  5.3708E-004	         1.7763E-003	  5.4586E-002	        -4.5014E-001	  3.2628E+000	         5.0031E+000	  1.6494E-007	 7.6126E-008	 1.7311E-007	
 7.5397E-005	         1.5565E-005	  6.4428E-004	         8.8991E-004	  6.8408E-002	        -4.3917E-001	  3.7385E+000	         6.5504E+000	  2.9552E-007	 1.8243E-007	 3.0864E-007	
 7.5808E-005	         1.5879E-005	  8.1091E-004	         7.1549E-005	  7.8438E-002	        -4.1174E-001	  4.3257E+000	         8.0649E+000	  9.3852E-008	 2.0052E-007	 1.2704E-007	
 7.6860E-005	         1.5779E-005	  9.6649E-004	        -7.1503E-004	  9.2033E-002	        -3.8570E-001	  5.1322E+000	         9.6464E+000	  4.4166E-007	 1.9329E-007	 4.0929E-007	
 7.7843E-005	         1.4746E-005	  1.1482E-003	        -1.4810E-003	  1.1257E-001	        -3.5858E-001	  5.7983E+000	         1.1460E+001	  4.8087E-007	 8.0803E-008	 4.6928E-007	
 7.8849E-005	         1.2959E-005	  1.4143E-003	        -2.1370E-003	  1.2722E-001	        -3.2093E-001	  6.5841E+000	         1.3245E+001	  3.6572E-007	 2.1024E-007	 3.6567E-007	
 8.0595E-005	         1.0511E-005	  1.6755E-003	        -2.6956E-003	  1.4698E-001	        -2.7586E-001	  7.0940E+000	         1.4999E+001	  4.6857E-007	 1.7308E-007	 4.6092E-007	
 8.1919E-005	         7.7405E-006	  1.9766E-003	        -3.2972E-003	  1.7180E-001	        -2.3645E-001	  7.4713E+000	         1.6961E+001	  1.7775E-007	 1.7473E-007	 1.6871E-007	
 8.4134E-005	         4.1844E-006	  2.3626E-003	        -3.5679E-003	  1.9036E-001	        -1.7311E-001	  8.4891E+000	         1.8508E+001	  4.7846E-007	 2.3506E-007	 4.7023E-007	
 8.6595E-005	         5.1743E-007	  2.7653E-003	        -3.9007E-003	  2.1856E-001	        -1.1863E-001	  8.7963E+000	         2.0289E+001	  3.6472E-007	 2.2410E-007	 3.6516E-007	
 8.9500E-005	        -3.3203E-006	  3.2265E-003	        -4.1643E-003	  2.4631E-001	        -6.0229E-002	  9.1575E+000	         2.1942E+001	  1.0780E-007	 8.0777E-008	 1.0879E-007	
 9.2875E-005	        -7.4921E-006	  3.7551E-003	        -4.1427E-003	  2.7075E-001	         1.1028E-002	  9.6183E+000	         2.3341E+001	  2.3969E-007	 5.0510E-008	 2.3631E-007	
 9.6876E-005	        -1.1637E-005	  4.3136E-003	        -4.0593E-003	  2.9910E-001	         8.1979E-002	  9.7042E+000	         2.4388E+001	  2.6061E-007	 2.3124E-007	 2.5882E-007	
 1.0155E-004	        -1.5238E-005	  4.9265E-003	        -3.6686E-003	  3.2569E-001	         1.6226E-001	  9.7841E+000	         2.5221E+001	  2.3158E-007	 5.2653E-008	 2.3092E-007	
 1.0690E-004	        -1.9138E-005	  5.6067E-003	        -3.5080E-003	  3.5679E-001	         2.3078E-001	  8.9127E+000	         2.5855E+001	  3.4751E-007	 3.6989E-007	 3.8919E-007	
 1.1253E-004	        -2.1693E-005	  6.3382E-003	        -2.7279E-003	  3.8141E-001	         3.1519E-001	  9.0551E+000	         2.5541E+001	  3.2388E-007	 2.0086E-007	 3.0476E-007	
 1.1890E-004	        -2.4409E-005	  7.1230E-003	        -2.1268E-003	  4.0376E-001	         3.8722E-001	  7.9055E+000	         2.4976E+001	  1.6857E-007	 2.9441E-007	 1.3513E-007	
 1.2623E-004	        -2.5961E-005	  7.9583E-003	        -1.2053E-003	  4.2490E-001	         4.6238E-001	  7.1601E+000	         2.3901E+001	  2.6732E-007	 3.2828E-007	 2.2911E-007	
 1.3423E-004	        -2.6777E-005	  8.8128E-003	        -2.6944E-004	  4.4034E-001	         5.2856E-001	  5.2073E+000	         2.1897E+001	  4.5203E-007	 2.7629E-007	 4.3006E-007	
 1.4355E-004	        -2.6774E-005	  9.6871E-003	         7.7704E-004	  4.5273E-001	         5.8908E-001	  3.1120E+000	         1.9568E+001	  4.5651E-007	 3.7026E-007	 4.4754E-007	
 1.5345E-004	        -2.4835E-005	  1.0593E-002	         2.0855E-003	  4.5840E-001	         6.4664E-001	  1.1537E+000	         1.6363E+001	  4.0233E-007	 2.0890E-007	 3.9742E-007	
 1.6423E-004	        -2.2126E-005	  1.1508E-002	         3.4070E-003	  4.5386E-001	         6.9009E-001	 -1.2390E+000	         1.2678E+001	  2.5564E-007	 4.8991E-007	 2.9892E-007	
