Nn_1	Sn_1	Nn_2	Sn_2	Nn_3	Sn_3	Nn_4	Sn_4	Erro_Nn	Erro_Sn	Erro_Mod
 8.6967E-005	        -8.3866E-005	 -2.9184E-004	        -2.2429E-003	 -5.3910E-003	        -8.6193E-003	  1.2982E-001	        -5.2820E-002	  2.5635E-007	 6.2425E-007	 5.2996E-007	
 8.6652E-005	        -8.6030E-005	 -2.9768E-004	        -2.2584E-003	 -5.3491E-003	        -9.1775E-003	  6.6083E-002	         9.7766E-002	  2.9991E-007	 3.7835E-007	 3.3782E-007	
 8.6147E-005	        -8.8461E-005	 -3.1278E-004	        -2.2769E-003	 -5.7644E-003	        -8.6558E-003	  3.0917E-002	        -2.2747E-002	  1.9567E-007	 3.1453E-007	 3.4102E-007	
 8.5726E-005	        -9.0921E-005	 -3.2365E-004	        -2.2880E-003	 -6.1027E-003	        -8.9303E-003	 -5.4450E-002	         9.1604E-003	  1.1663E-007	 4.8408E-007	 4.2713E-007	
 8.5665E-005	        -9.3037E-005	 -3.2611E-004	        -2.3103E-003	 -6.6350E-003	        -7.9037E-003	  1.0008E-002	        -1.4103E-003	  1.5173E-007	 5.1063E-007	 4.5876E-007	
 8.4899E-005	        -9.5653E-005	 -3.4113E-004	        -2.3125E-003	 -6.8146E-003	        -8.1971E-003	 -6.0849E-003	         3.0845E-002	  1.9822E-007	 5.4481E-007	 4.8366E-007	
 8.4859E-005	        -9.7422E-005	 -3.2070E-004	        -2.3384E-003	 -7.6767E-003	        -7.8025E-003	  7.1491E-002	         1.0902E-001	  4.8303E-007	 2.7011E-007	 4.8873E-007	
 8.4208E-005	        -1.0032E-004	 -3.5871E-004	        -2.3509E-003	 -6.7795E-003	        -7.5305E-003	  1.0130E-001	         1.3757E-001	  3.6468E-007	 3.2533E-007	 2.4759E-007	
 8.4736E-005	        -1.0121E-004	 -3.6104E-004	        -2.4072E-003	 -5.7611E-003	        -5.9411E-003	  1.8721E-001	         2.1031E-001	  7.1530E-007	 9.9476E-007	 3.7530E-007	
 8.3547E-005	        -1.0508E-004	 -3.7159E-004	        -2.3872E-003	 -8.2810E-003	        -7.3069E-003	  1.4410E-001	         7.1967E-002	  3.6984E-007	 6.1306E-007	 5.7953E-007	
 8.3915E-005	        -1.0704E-004	 -3.7146E-004	        -2.4090E-003	 -7.0661E-003	        -6.3738E-003	  1.4571E-003	         3.1945E-002	  4.6989E-007	 3.9420E-007	 4.8547E-007	
 8.3400E-005	        -1.0950E-004	 -3.9163E-004	        -2.4333E-003	 -7.6345E-003	        -5.7808E-003	 -4.2013E-002	         5.2865E-002	  2.1620E-007	 5.4701E-007	 3.7513E-007	
 8.2897E-005	        -1.1199E-004	 -4.0763E-004	        -2.4422E-003	 -8.0627E-003	        -6.2747E-003	  3.2338E-002	         1.0531E-002	  2.8052E-007	 5.4110E-007	 4.9007E-007	
 8.2301E-005	        -1.1453E-004	 -4.1778E-004	        -2.4618E-003	 -9.1715E-003	        -6.3882E-003	 -1.7301E-003	         6.5774E-002	  2.3081E-007	 1.8409E-007	 1.8698E-007	
 8.1969E-005	        -1.1700E-004	 -4.1791E-004	        -2.4735E-003	 -9.5080E-003	        -6.4847E-003	 -4.6190E-002	         1.1398E-001	  2.2372E-007	 3.7355E-007	 2.2398E-007	
 8.1699E-005	        -1.1916E-004	 -4.4555E-004	        -2.4752E-003	 -9.1428E-003	        -5.6520E-003	 -9.7951E-002	         7.5366E-002	  3.0005E-007	 3.5143E-007	 2.7132E-007	
 8.1626E-005	        -1.2158E-004	 -4.5406E-004	        -2.4807E-003	 -9.9336E-003	        -7.0087E-003	 -9.3412E-002	         6.1209E-002	  1.6083E-007	 2.1920E-007	 2.0133E-007	
