Nn_1	Sn_1	Nn_2	Sn_2	Nn_3	Sn_3	Nn_4	Sn_4	Erro_Nn	Erro_Sn	Erro_Mod
 1.1087E-004	        -4.1711E-005	  1.3749E-003	         1.3509E-002	 -1.3640E-001	        -7.6044E-001	  7.4456E-001	         4.3197E+000	  4.1590E-007	 2.4579E-007	 4.2070E-007	
 1.1169E-004	        -2.9051E-005	  1.1542E-003	         1.1954E-002	 -1.3016E-001	        -7.4481E-001	  9.3602E-001	         1.8401E+000	  1.3648E-007	 4.2741E-007	 2.0503E-007	
 1.1307E-004	        -1.7002E-005	  8.1072E-004	         1.0616E-002	 -1.2614E-001	        -7.5043E-001	  9.7908E-001	         2.2470E-001	  5.7799E-007	 5.5826E-007	 6.0399E-007	
 1.1356E-004	        -7.3592E-006	  6.6066E-004	         9.0281E-003	 -1.2563E-001	        -7.3761E-001	  8.0681E-001	        -2.0944E+000	  5.2072E-007	 1.1863E-007	 5.2447E-007	
 1.1459E-004	         1.4800E-006	  2.7551E-004	         7.6530E-003	 -1.2116E-001	        -7.6427E-001	  1.0149E+000	        -2.3905E+000	  2.9582E-007	 1.7526E-007	 2.9639E-007	
 1.1454E-004	         8.3610E-006	  9.6084E-005	         6.1407E-003	 -1.1845E-001	        -7.6572E-001	  9.0039E-001	        -2.7202E+000	  2.7969E-007	 2.3184E-007	 2.7415E-007	
 1.1470E-004	         1.4362E-005	 -2.3603E-004	         4.6097E-003	 -1.0686E-001	        -7.8727E-001	  1.4870E+000	        -2.2480E+000	  4.9803E-007	 3.7789E-007	 4.9747E-007	
 1.1429E-004	         1.8097E-005	 -4.1197E-004	         3.0956E-003	 -1.0335E-001	        -7.8819E-001	  2.4507E+000	        -1.4452E+000	  5.9997E-007	 3.1770E-007	 5.7767E-007	
 1.1385E-004	         2.0583E-005	 -6.0815E-004	         1.5455E-003	 -9.6324E-002	        -7.8122E-001	  3.2000E+000	        -4.7564E-002	  4.6568E-007	 3.1937E-007	 4.3911E-007	
 1.1282E-004	         2.1223E-005	 -7.6733E-004	         1.2011E-007	 -8.9493E-002	        -7.7549E-001	  4.1690E+000	         2.7013E+000	  4.9481E-007	 3.9905E-007	 5.3298E-007	
 1.1189E-004	         2.1145E-005	 -9.6740E-004	        -1.5375E-003	 -7.2062E-002	        -7.7776E-001	  5.1822E+000	         5.5561E+000	  4.7346E-007	 2.5159E-007	 4.6832E-007	
 1.1108E-004	         1.8955E-005	 -1.1402E-003	        -3.0367E-003	 -5.4917E-002	        -7.5614E-001	  5.8768E+000	         8.6337E+000	  4.0581E-007	 3.4247E-007	 4.3077E-007	
 1.0942E-004	         1.5216E-005	 -1.1931E-003	        -4.4662E-003	 -3.9713E-002	        -7.2353E-001	  6.6851E+000	         1.1002E+001	  8.1302E-007	 3.4354E-007	 8.2808E-007	
 1.0820E-004	         1.0249E-005	 -1.2696E-003	        -5.8590E-003	 -1.3070E-002	        -6.8465E-001	  8.0091E+000	         1.4993E+001	  3.8586E-007	 6.9450E-007	 3.4733E-007	
 1.0666E-004	         4.3219E-006	 -1.2780E-003	        -7.1402E-003	  1.0178E-002	        -6.3379E-001	  8.9435E+000	         1.8476E+001	  4.3622E-007	 4.7987E-007	 4.3986E-007	
 1.0528E-004	        -3.3970E-006	 -1.2196E-003	        -8.3623E-003	  3.7238E-002	        -5.7468E-001	  1.0035E+001	         2.2155E+001	  5.5037E-007	 2.3063E-007	 5.5490E-007	
 1.0441E-004	        -1.1941E-005	 -1.0641E-003	        -9.3441E-003	  7.2675E-002	        -4.9697E-001	  1.1994E+001	         2.6282E+001	  4.3164E-007	 5.6881E-007	 4.5113E-007	
 1.0338E-004	        -2.1844E-005	 -9.1951E-004	        -1.0217E-002	  1.0841E-001	        -4.1309E-001	  1.4423E+001	         3.0507E+001	  4.4746E-007	 2.7349E-007	 4.9142E-007	
 1.0203E-004	        -3.2359E-005	 -6.8527E-004	        -1.0969E-002	  1.5001E-001	        -3.1378E-001	  1.6699E+001	         3.5383E+001	  6.5782E-007	 2.0992E-007	 6.1378E-007	
 1.0152E-004	        -4.3181E-005	 -3.0979E-004	        -1.1413E-002	  2.0472E-001	        -1.9994E-001	  1.9802E+001	         4.1047E+001	  3.6682E-007	 2.2166E-007	 3.5028E-007	
 1.0090E-004	        -5.4783E-005	  1.8383E-004	        -1.1810E-002	  2.6961E-001	        -7.5832E-002	  2.3355E+001	         4.6613E+001	  5.1945E-007	 3.5397E-007	 4.1856E-007	
 1.0122E-004	        -6.6345E-005	  7.7548E-004	        -1.1729E-002	  3.4449E-001	         7.5810E-002	  2.7349E+001	         5.3380E+001	  4.8536E-007	 3.3885E-007	 3.8018E-007	
 1.0242E-004	        -7.7571E-005	  1.5466E-003	        -1.1312E-002	  4.2958E-001	         2.4873E-001	  3.1855E+001	         5.9750E+001	  3.7146E-007	 3.3454E-007	 4.3769E-007	
 1.0409E-004	        -8.8113E-005	  2.4390E-003	        -1.0473E-002	  5.2744E-001	         4.4870E-001	  3.6524E+001	         6.6316E+001	  4.7552E-007	 4.0757E-007	 4.1192E-007	
 1.0622E-004	        -9.7636E-005	  3.6113E-003	        -9.3226E-003	  6.3765E-001	         6.5504E-001	  4.0460E+001	         7.2558E+001	  6.4375E-007	 2.7615E-007	 4.4519E-007	
 1.1085E-004	        -1.0657E-004	  4.9949E-003	        -7.8852E-003	  7.6047E-001	         8.7719E-001	  4.3215E+001	         7.7495E+001	  4.9187E-007	 3.4226E-007	 5.0691E-007	
 1.1619E-004	        -1.1500E-004	  6.6562E-003	        -6.2545E-003	  8.8870E-001	         1.1064E+000	  4.4135E+001	         8.0798E+001	  2.9356E-007	 2.4495E-007	 2.1198E-007	
 1.2369E-004	        -1.1803E-004	  8.5111E-003	        -3.4217E-003	  1.0201E+000	         1.3594E+000	  4.4408E+001	         8.1154E+001	  2.3130E-007	 2.9109E-007	 9.7351E-008	
 1.3319E-004	        -1.2041E-004	  1.0652E-002	        -5.3467E-004	  1.1468E+000	         1.6007E+000	  4.1150E+001	         7.8831E+001	  5.5925E-007	 2.5896E-007	 5.6762E-007	
 1.4476E-004	        -1.2036E-004	  1.3042E-002	         2.6929E-003	  1.2523E+000	         1.8223E+000	  3.5342E+001	         7.3088E+001	  3.2149E-007	 1.5723E-007	 2.7105E-007	
 1.5865E-004	        -1.1473E-004	  1.5597E-002	         6.6234E-003	  1.3405E+000	         2.0318E+000	  2.6881E+001	         6.3140E+001	  2.8477E-007	 4.2183E-007	 2.3639E-007	
