Nn_1	Sn_1	Nn_2	Sn_2	Nn_3	Sn_3	Nn_4	Sn_4	Erro_Nn	Erro_Sn	Erro_Mod
 8.6842E-005	         3.1952E-005	 -2.0930E-003	        -2.1263E-003	 -1.6617E-001	        -8.9723E-001	  3.9946E+000	         2.4275E+000	  4.8812E-007	 3.3077E-007	 5.4837E-007	
 8.4891E-005	         2.9057E-005	 -2.3495E-003	        -3.7817E-003	 -1.5774E-001	        -8.6575E-001	  5.1282E+000	         6.7565E+000	  4.9232E-007	 5.3779E-007	 5.6882E-007	
 8.1976E-005	         2.4958E-005	 -2.6960E-003	        -5.5228E-003	 -1.3661E-001	        -8.5012E-001	  6.0287E+000	         1.0759E+001	  6.4285E-007	 2.9605E-007	 6.3026E-007	
 7.9085E-005	         1.9146E-005	 -2.9849E-003	        -7.1623E-003	 -1.2120E-001	        -8.2258E-001	  5.5725E+000	         1.4142E+001	  7.2932E-007	 6.0161E-007	 6.7201E-007	
 7.5890E-005	         1.1154E-005	 -3.1777E-003	        -8.6748E-003	 -1.0593E-001	        -7.6240E-001	  4.3242E+000	         1.6819E+001	  5.4452E-007	 3.3439E-007	 5.7023E-007	
 7.1999E-005	         2.0424E-006	 -3.4058E-003	        -1.0221E-002	 -9.9121E-002	        -7.2002E-001	  3.4100E+000	         1.7973E+001	  6.3167E-007	 5.2275E-007	 6.3590E-007	
 6.8563E-005	        -8.6394E-006	 -3.5894E-003	        -1.1620E-002	 -8.3470E-002	        -6.6774E-001	  2.8449E+000	         1.9286E+001	  5.5477E-007	 4.6019E-007	 5.6882E-007	
 6.4698E-005	        -2.0337E-005	 -3.7338E-003	        -1.2636E-002	 -8.6353E-002	        -5.9298E-001	  2.6457E+000	         2.0073E+001	  5.5872E-007	 2.2895E-007	 4.9135E-007	
 6.0347E-005	        -3.3849E-005	 -3.9177E-003	        -1.4050E-002	 -6.4000E-002	        -5.5381E-001	  4.4166E+000	         2.2008E+001	  3.6180E-007	 2.2010E-007	 2.8561E-007	
 5.6261E-005	        -4.7809E-005	 -4.0112E-003	        -1.5002E-002	 -4.5603E-002	        -4.7568E-001	  8.2778E+000	         2.5926E+001	  4.7209E-007	 4.1115E-007	 2.9461E-007	
 5.1982E-005	        -6.2265E-005	 -4.0880E-003	        -1.5601E-002	 -2.6809E-002	        -3.7756E-001	  1.4593E+001	         3.2874E+001	  3.4586E-007	 1.8083E-007	 2.0247E-007	
 4.7306E-005	        -7.8738E-005	 -4.0918E-003	        -1.6476E-002	  3.8268E-002	        -2.7310E-001	  2.5195E+001	         4.3343E+001	  5.5390E-007	 3.8226E-007	 4.2077E-007	
 4.3411E-005	        -9.4359E-005	 -3.9893E-003	        -1.6645E-002	  1.2393E-001	        -1.1794E-001	  3.8429E+001	         5.7654E+001	  5.9438E-007	 1.9803E-007	 2.6378E-007	
 3.9122E-005	        -1.1140E-004	 -3.5968E-003	        -1.6806E-002	  2.6539E-001	         7.6172E-002	  5.4641E+001	         7.6726E+001	  6.3173E-007	 6.1384E-007	 4.5805E-007	
 3.5781E-005	        -1.2772E-004	 -2.8900E-003	        -1.6450E-002	  4.5420E-001	         3.4089E-001	  7.2340E+001	         9.9099E+001	  2.3349E-007	 5.3298E-007	 5.2923E-007	
 3.3183E-005	        -1.4353E-004	 -1.7486E-003	        -1.5427E-002	  6.9321E-001	         6.7366E-001	  9.0001E+001	         1.2307E+002	  3.7447E-007	 2.0805E-007	 1.3948E-007	
 3.1342E-005	        -1.5739E-004	 -1.3411E-004	        -1.3551E-002	  9.8000E-001	         1.0829E+000	  1.0627E+002	         1.4581E+002	  3.3988E-007	 3.3601E-007	 3.5383E-007	
 3.2988E-005	        -1.6894E-004	  2.1169E-003	        -1.0786E-002	  1.3103E+000	         1.5501E+000	  1.1769E+002	         1.6393E+002	  4.1168E-007	 5.5092E-007	 5.5379E-007	
 3.5561E-005	        -1.7689E-004	  5.0137E-003	        -6.9989E-003	  1.6631E+000	         2.0664E+000	  1.2350E+002	         1.7475E+002	  3.9455E-007	 4.7565E-007	 4.3071E-007	
 4.2186E-005	        -1.8326E-004	  8.6903E-003	        -2.6080E-003	  2.0256E+000	         2.5904E+000	  1.1846E+002	         1.7592E+002	  2.7553E-007	 3.0462E-007	 3.1410E-007	
 5.2540E-005	        -1.8436E-004	  1.3020E-002	         2.7662E-003	  2.3441E+000	         3.0970E+000	  1.0330E+002	         1.6437E+002	  3.0119E-007	 5.3758E-007	 4.7724E-007	
